title,gpt_label
ACLU lawyer discusses challenge to Oklahoma critical race theory ban,<POLITICAL INFLUENCER>
Ken Blackwell : The Existential Threat of CRT : State - Sponsored Racism,<POLITICAL INFLUENCER>
"Poet Claudia Rankine talks about CRT and microaggressions at UR forum | Richmond Free Press | Serving the African American Community in Richmond , VA",<NONE/OTHER>
Anti - Critical Race Theory  Laws Are Bad Enough . Dont Exaggerate Their Impact . ,<NONE/OTHER>
GRPS hears complaints from multiple citizens about Critical Race Theory,<IMPACTED ACTOR>
REPORT : National School Board Association worked with White House before sending CRT letter to Garland,<POLITICAL INFLUENCER>
Oklahoma law targeting  critical race theory  in schools draws lawsuit | State News,<POLITICAL INFLUENCER>
Oklahoma law targeting  critical race theory  in schools draws lawsuit | News,<POLITICAL INFLUENCER>
Loudoun County Schools Institutionalized CRT Despite Public Opposition,<EDUCATIONAL PRACTITIONER>
"Aurora library , AAUW to host panel on Critical Race Theory Oct . 27",<NONE/OTHER>
Condoleezza Rice Denounces Critical Race Theory - American Renaissance,<POLITICAL INFLUENCER>
"Opposition to critical race theory is concerning , but not unending – The Elm",<NONE/OTHER>
Embracing Critical Race Theory Plays Into China Hands,<NONE/OTHER>
"Critical Race Theory Fast Cancelling Martin Luther King , Jr . | The Baltimore Times Online Newspaper",<NONE/OTHER>
"  There are no conflicts of interest , Garland responded to son - in - law pro - CRT education company profit scandal",<POLITICAL INFLUENCER>
"AG Garland Gaffes : Missed Leftist  Insurrection , Admits Unions Steer Policy , Shrugs Off CRT Conflicts",<POLITICAL INFLUENCER>
Alabama PERMANENTLY BANS CRT in schools ! – Investment Watch,<POLITICAL INFLUENCER>
Condoleezza Rice stokes  critical race theory  outrage,<POLITICAL INFLUENCER>
Dr . Swain : CRT is the civil rights issue of our time,<POLITICAL INFLUENCER>
No new teachers in Wheaton sign pledge on Oct . 21 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Wheaton sign pledge on Oct . 20 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 20 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Oct . 20 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Oct . 21 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Oct . 20 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Roselle sign pledge on Oct . 21 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Roselle sign pledge on Oct . 20 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Critical race theory isnt the first social studies controversy,<NONE/OTHER>
No new teachers in Glen Ellyn sign pledge on Oct . 21 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
"CRT , Anti - racism , Black Lives Matter : Legacies Of A Slave Mentality . : ThyBlackMan . com",<NONE/OTHER>
Critical race theory wont be taught in Carbon County,<POLITICAL INFLUENCER>
"On PBS , Capehart Lies That CRT Is Taught NOWHERE to Children in U . S . Schools",<POLITICAL INFLUENCER>
Condoleezza Rice CRT stance proves she a foot solider for white supremacy,<POLITICAL INFLUENCER>
"Letter to the editor : Let talk about CRT , not spread misinformation",<NONE/OTHER>
"Glenn Youngkin Targets Education in Virginia Gov . Race , Says Hed Ban Critical Race Theory",<POLITICAL INFLUENCER>
"Critical race theory roils school board race in Guilford , a town long open to a study of slavery",<POLITICAL INFLUENCER>
"Michele Fiore Running For Nevada Governorship to End Mandates , CRT",<POLITICAL INFLUENCER>
Critical race theory roils school board race in Guilford,<POLITICAL INFLUENCER>
McAuliffe : CRT in Schools  Is Now the New MS - 13  - Youngkin Has Parents  Fired Up about Issues That Dont Exist  ,<POLITICAL INFLUENCER>
Touré attempt at smearing Condoleeza Rice as a  soldier for white supremacy  for DECIMATING CRT does NOT go well,<POLITICAL INFLUENCER>
Trinicenter . com - Dr Selwyn Cudjoe - Whiteness and critical race theory,<NONE/OTHER>
"So NOT a racist dog whistle ? CRT being used as a template for teacher instruction and curricular development in Fairfax County , VA ( thread – link ) – twitchy . com",<EDUCATIONAL PRACTITIONER>
Chesterfield County Public Schools employee training opportunities cannot have elements of CRT,<EDUCATIONAL PRACTITIONER>
"After Blasting CRT , Condi Rice Is Now Being Called a  Foot Soldier For White Supremacy  ",<POLITICAL INFLUENCER>
Former MSNBC host calls Condoleezza Rice  soldier for white supremacy  after she ripped critical race theory,<POLITICAL INFLUENCER>
"Parental choice on masking ,  critical race theory  key issues in Colorado Springs district board races",<POLITICAL INFLUENCER>
Michigan Should Reject Critical Race Theory From Education,<POLITICAL INFLUENCER>
Why teachers are struggling with Texa critical race theory law,<EDUCATIONAL PRACTITIONER>
Professor calls for teaching critical race theory in US military academies,<EDUCATIONAL PRACTITIONER>
Offended fmr . MSNBC host smears Condoleezza Rice as a  soldier for white supremacy  over CRT stand,<POLITICAL INFLUENCER>
"Nets Bury National School Board Group Saying Sorry for Terror Smear , NBC Lies About CRT",<POLITICAL INFLUENCER>
The Day - Opponents of critical race theory seek to flip school boards - News from southeastern Connecticut,<POLITICAL INFLUENCER>
No new teachers in Wheaton sign pledge on Oct . 23 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Fountain Hills sign pledge on Oct . 23 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 23 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Oct . 23 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Editorial : How Texa  CRT  bill is terrifying teachers and cheating kids,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Oct . 23 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Roselle sign pledge on Oct . 23 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Eyes on Guilford : Opponents of critical race theory seek to flip school board,<POLITICAL INFLUENCER>
Opponents of critical race theory seek to flip US school boards,<POLITICAL INFLUENCER>
No new teachers in Peoria sign pledge on Oct . 23 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Food for Thought : What Is Critical Race Theory ? ,<NONE/OTHER>
Education groups field few questions about law banning critical race theory,<EDUCATIONAL PRACTITIONER>
Sightlines : It not critical race theory -- it teaching for life . ,<EDUCATIONAL PRACTITIONER>
Exclusive Sean Spicer on  Radical Nation : CRT  Invented to Reengineer How We Thought About Ourselves  ,<POLITICAL INFLUENCER>
Loudoun County Requires Parents to Sign NDA - Style Form to View CRT - Influenced Curriculum,<EDUCATIONAL PRACTITIONER>
A new poll gets Connecticut resident thoughts on critical race theory,<IMPACTED ACTOR>
Lafayette Republican group offers scholarships for essays opposing  critical race theory  ,<POLITICAL INFLUENCER>
Fox News and the Daily Caller lie about supposedly secret  CRT - inspired  teaching in Virginia,<POLITICAL INFLUENCER>
Fairfax County schools told teachers critical race theory is a  frame  for  our work  ,<EDUCATIONAL PRACTITIONER>
Oklahoma lawmakers defend bill banning critical race theory in public education,<POLITICAL INFLUENCER>
Michelle Deal - Zimmerman : Let be critical of the theory that race doesnt matter . | COMMENTARY,<POLITICAL INFLUENCER>
WISENBAKER : The Trojan Horse called critical race theory,<POLITICAL INFLUENCER>
"The groups aiding protests against masks , vaccines and Critical Race Theory : NPR",<POLITICAL INFLUENCER>
No new teachers in Wheaton sign pledge on Oct . 24 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 24 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Oct . 24 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Oct . 24 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Award - winning children author speaks to Katy ISD students after critical race theory controversy,<IMPACTED ACTOR>
No new teachers in Roselle sign pledge on Oct . 24 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
The Skanner News - Opponents of Critical Race Theory Seek to Flip School Boards,<POLITICAL INFLUENCER>
No new teachers in Glen Ellyn sign pledge on Oct . 24 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Oklahoma education groups say they are fielding few questions about state law banning Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Bad Takes : The fallout from Texa anti - CRT law continues with the firing of a high school principal,<EDUCATIONAL PRACTITIONER>
Be Ready When A School Tells You They Do Not Teach CRT With … ,<EDUCATIONAL PRACTITIONER>
Sen . Ted Cruz renders a cornered AG Merrick Garland almost speechless during questioning about son - in - law CRT interests,<POLITICAL INFLUENCER>
Former MSNBC Host Labels Condoleezza Rice A  Soldier For White Supremacy  After She Denounced Critical Race Theory,<POLITICAL INFLUENCER>
Critical race theory wont be taught in Carbon County | From The Wire,<POLITICAL INFLUENCER>
Political Editors : In Brief : CRT vs . the Privilege of Being an American,<POLITICAL INFLUENCER>
Touré Calls Condoleezza Rice a  Soldier for White Supremacy  After Her Criticism of CRT,<POLITICAL INFLUENCER>
The right attacks on critical race theory are an attempt to hijack history in schools again,<POLITICAL INFLUENCER>
Youngkin :  Were Not Going to Allow Critical Race Theory in Our Schools and Were Going to Teach All History  ,<POLITICAL INFLUENCER>
Loudoun County Requires Parents to Sign NDA - Like Form to View CRT - Style Curriculum,<EDUCATIONAL PRACTITIONER>
"Here are some of the consultants raking in millions promoting CRT in schools , according to report",<NONE/OTHER>
"Sen . Kennedy blasts critical race theory  drivel , says objections are about  parental love  ",<POLITICAL INFLUENCER>
No new teachers in Wheaton sign pledge on Oct . 25 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 25 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Oct . 25 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Oct . 25 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Roselle sign pledge on Oct . 25 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Loudoun County Parents Must Sign Nondisclosure Agreement to View CRT Curriculum,<IMPACTED ACTOR>
"CNN Cuomo attacks concerned parent , defends CRT and sounds alarm for McAuliffe in jam - packed segment",<POLITICAL INFLUENCER>
Senate bill would ban teaching critical race theory,<POLITICAL INFLUENCER>
"CRT is taught to elementary school kids in Loudoun County , Virginia . White kids vilified based on skin color . – Investment Watch",<EDUCATIONAL PRACTITIONER>
Senate bill would outlaw teaching  critical race theory  ,<POLITICAL INFLUENCER>
Senate bill would ban teaching Critical Race Theory,<POLITICAL INFLUENCER>
"Virginia Education Department Promotes Pro - CRT Book , Despite McAuliffe Claims The Curricula Isnt Taught In The State",<EDUCATIONAL PRACTITIONER>
Newspaper allegedly censors ad criticizing critical race theory,<NONE/OTHER>
McAuliffe Makes False Claims About CRT in VA Schools,<POLITICAL INFLUENCER>
  The View  Invites Biden Education Secretary to Lie About Critical Race Theory,<POLITICAL INFLUENCER>
The right way to reject critical race theory | American Enterprise Institute,<POLITICAL INFLUENCER>
Kansas legislator argues critical race theory leads to depression,<POLITICAL INFLUENCER>
"Indiana University Sent $55K , Professors To Push Critical Race Theory",<EDUCATIONAL PRACTITIONER>
Condoleezza Rice Schools  The View  Hosts on Critical Race Theory,<POLITICAL INFLUENCER>
What Is Critical Race Theory ? Start Here,<NONE/OTHER>
"Wrong , Obama : Most say critical race theory , transgender teaching not  phony  issues",<POLITICAL INFLUENCER>
It Not Just a Southern Problem : How Northern Racism is Hiding Behind Opposition to Critical Race Theory,<NONE/OTHER>
"CRUZ to GARLAND : If CRT is Taught in More Schools ,  Does Your Son - in - Law Make More Money ? ",<POLITICAL INFLUENCER>
"Virginia promotes book telling teachers to embrace CRT , which McAuliffe says isnt being taught",<POLITICAL INFLUENCER>
Racist Joy Partners With McAuliffe to Hurl VILE Smears Against Anti - CRT Parents,<POLITICAL INFLUENCER>
Virginia Promotes Book Telling Teachers to Embrace CRT,<POLITICAL INFLUENCER>
Will  critical race theory  hurt Terry McAuliffe ? ,<POLITICAL INFLUENCER>
BLFJ News Conference on Police Brutality ; Critical Race Theory Debate,<NONE/OTHER>
Teachers push back on claims of CRT in Westerly schools,<EDUCATIONAL PRACTITIONER>
No new teachers in Wheaton sign pledge on Oct . 26 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 26 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Oct . 26 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
More than 100 participate in race theory town halls,<IMPACTED ACTOR>
No new teachers in Roselle sign pledge on Oct . 26 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Glen Ellyn sign pledge on Oct . 26 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
The Plague of Critical Race Theory – Adam Coleman and Christian Watson – Ricochet,<NONE/OTHER>
"Masks , critical race theory affecting school board races",<POLITICAL INFLUENCER>
"WAR on Parents ! Leftists push critical race theory , woke indoctrination",<POLITICAL INFLUENCER>
Chris Krok Show : Can You Spot the CRT Race Pimp ? ,<POLITICAL INFLUENCER>
Northam gives Ibram X . Kendi keynote speech as McAuliffe dismisses CRT concerns,<POLITICAL INFLUENCER>
Why CRT alarmists dont know what theyre talking about,<POLITICAL INFLUENCER>
Why Is The Media Not Calling Out Republican CRT Lies ? ,<POLITICAL INFLUENCER>
LETTER : Parents have valid concerns about CRT,<IMPACTED ACTOR>
Northam Gives Ibram X . Kendi Keynote Speech as McAuliffe Dismisses CRT Concerns,<POLITICAL INFLUENCER>
Editorial : A rock  n  roll lesson for critics of critical race theory | Editorial,<NONE/OTHER>
MSU speaker explores  why  of CRT backlash,<EDUCATIONAL PRACTITIONER>
"New Youngkin ad hones in on critical race theory , ",<POLITICAL INFLUENCER>
"DASD board meeting : Parent seeks answers about critical race theory , COVID vaccine","The main actor in the headline ""DASD board meeting: Parent seeks answers about critical race theory, COVID vaccine"" is <IMPACTED ACTOR>."
Will Critical Race Theory Sink McAuliffe ? | RealClearPolitics,<POLITICAL INFLUENCER>
Critical race theory ( idea ) by hattie - Everything2 . com,<NONE/OTHER>
"New Youngkin ad hones in on critical race theory , education days before election :  Stop McAuliffe chaos  ",<POLITICAL INFLUENCER>
Critical race theory word bans wont stop professors . ,<EDUCATIONAL PRACTITIONER>
"King and CRT , animal - free circuses , outrageous Page One stories",<NONE/OTHER>
"Nets Spike New Loudoun Assaults , Evidence CRT Taught in Virginia",<POLITICAL INFLUENCER>
Is Kentucky set to pass anti - critical race theory laws like Texas ? ,<POLITICAL INFLUENCER>
"  Manufactured boogeyman : Latino critical race theory pioneers , advocates push back",<IMPACTED ACTOR>
A much - needed perspective on critical race theory | READER COMMENTARY,<NONE/OTHER>
"Mead school board candidates discuss critical race theory , masks",<POLITICAL INFLUENCER>
Pence : CRT Is  Nothing More Than State - Sponsored Racism  ,<POLITICAL INFLUENCER>
Truth - Telling vs . Critical Race Teaching . : ThyBlackMan . com,<NONE/OTHER>
No new teachers in Wheaton sign pledge on Oct . 27 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Teachers struggle with Texa  critical race theory  law,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Oct . 27 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 27 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Oct . 27 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Roselle sign pledge on Oct . 27 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Kansas Politico Karen Seyz CRT Turns Students Cray,<POLITICAL INFLUENCER>
"Virginia promotes pro - critical race theory book , contradicting Terry McAuliffe claim",<POLITICAL INFLUENCER>
Former VP wades into Virginia school debate over Critical Race Theory,<POLITICAL INFLUENCER>
Rufo DESTROYS McAuliffe ridiculously FALSE claim that CRT isnt in VA school curriculum – The Right Scoop,<POLITICAL INFLUENCER>
Thoughts on critical race theory,<NONE/OTHER>
Virginia Dept . of Education website promotes CRT despite McAuliffe claims it  never been taught  there,<POLITICAL INFLUENCER>
"ELECTION 2021 : PENNCREST , Conneaut school board candidates talk critical race theory , communicating with parents",<POLITICAL INFLUENCER>
Christopher Rufo debunks Terry McAuliffe claim that CRT isnt taught in Virginia schools,<POLITICAL INFLUENCER>
Christopher Rufo exposes McAuliffe  linguistic shell game  in claiming CRT not taught in Va . schools,<POLITICAL INFLUENCER>
Critical Race Theory Activist Accidentally Exposes Far - Left Ideology,<POLITICAL INFLUENCER>
"Discussions of critical race theory , Covid - 19 rules whip up school board meetings to the dismay of students",<POLITICAL INFLUENCER>
Is Critical Race Theory McAuliffe Kryptonite ? Democrat Missteps Make It Hard to Tell,<POLITICAL INFLUENCER>
Mona Charen : Will critical race theory sink McAuliffe ? ,<POLITICAL INFLUENCER>
School boards and critical race theory : Race and rage whip up school board meetings to the dismay of students,<POLITICAL INFLUENCER>
Critical Race Theory Opponents Seek School Board Seats,<POLITICAL INFLUENCER>
"McAuliffe calls CRT fight  racist dog whistle , claims  never been taught  in Va . despite past state promotion",<POLITICAL INFLUENCER>
Glenn Youngkin vows to take bold stand against critical race theory as governor,<POLITICAL INFLUENCER>
Critical Race Theory poison : 6yo Loudoun County student asks mother if she was born evil because she is white -- Society Child -- Sott . net,<IMPACTED ACTOR>
Critical race theory debate heats up in schools across US,<EDUCATIONAL PRACTITIONER>
Condoleezza Rice has harsh words for  critical race theory  ,<POLITICAL INFLUENCER>
"In Coventry , Guilford and towns across Connecticut , a bitter divide over critical race theory roils Tuesday local elections",<POLITICAL INFLUENCER>
Here are some consultants raking in millions promoting CRT in schools,<NONE/OTHER>
"McAuliffe calls CRT fight  racist dog whistle , ",<POLITICAL INFLUENCER>
Jack Ciattarelli Will Nix Critical Race Theory in New Jersey,<POLITICAL INFLUENCER>
The Day - It not critical race theory it teaching for life - News from southeastern Connecticut,<EDUCATIONAL PRACTITIONER>
NEA social justice trainer admits critical race theory in K - 12 despite claims by union boss Becky Pringle,<POLITICAL INFLUENCER>
Noblesville school board candidates running on anti - CRT platforms,<POLITICAL INFLUENCER>
The Carmel Clay school board candidates running on anti - CRT platforms,<POLITICAL INFLUENCER>
HSE school board could get these anti - CRT candidates,<POLITICAL INFLUENCER>
"Collier County School Board candidates talk CRT , parents rights law",<POLITICAL INFLUENCER>
How 3 Billionaires Pushed  Critical Race Theory  Into America Schools,<POLITICAL INFLUENCER>
"Schools superintendent : Tom Horne says hell focus on academics , not critical race theory | News",<EDUCATIONAL PRACTITIONER>
"Reader Opinion : We must stop CRT in our schools , by Janet Waters",<IMPACTED ACTOR>
Glenn Youngkin critical race theory tip line drew rants from VA parents,<POLITICAL INFLUENCER>
Virginia governor set up a tip line to crack down on CRT . Parents used it for other reasons,<POLITICAL INFLUENCER>
"CRT , Queer Theory , and Marxism by any other name -- Society Child -- Sott . net",<NONE/OTHER>
St . Tammany Parish schools critical race theory,<EDUCATIONAL PRACTITIONER>
Virginia GOP governor shut down a  critical race theory  complaint hotline because not enough people were sending in tips,<POLITICAL INFLUENCER>
Virginia GOP governor shut down a hotline that parents could use to report  critical race theory  complaints because not enough people were sending in tips anymore,<POLITICAL INFLUENCER>
"Dumber and Brainwashed In light of recent test scores and the proliferation of CRT , America future is not promising . by Larry Sand",<NONE/OTHER>
State Supreme Court Adopts Critical Race Theory to Undermine Due Process,<POLITICAL INFLUENCER>
Youngkin Shuts Down Hotline Where Parents Could Report CRT,<POLITICAL INFLUENCER>
"Big donors fund anti - critical race theory , pro - charter candidates for school boards across Texas",<POLITICAL INFLUENCER>
"Sponsor of bills opposing CRT , allowing partisan school board races says he not focused on politics",<POLITICAL INFLUENCER>
Combatting Critical Race Theory,<NONE/OTHER>
"The CRT Panic Isnt Over , It Shifted Toward Charter Schools and Privatization",<POLITICAL INFLUENCER>
Critical race theory should be taught in K - 12 schools,<NONE/OTHER>
  Parental right anti - CRT supporter wins Augusta County school board seat,<POLITICAL INFLUENCER>
Texas Republicans against  critical race theory  win seats on the State Board of Education,<POLITICAL INFLUENCER>
Texas Republicans against  critical race theory  win seats on Board of Education,<POLITICAL INFLUENCER>
Texas Republicans against  critical race theory  win seats on the State Board of Education | News,<POLITICAL INFLUENCER>
"Social - emotional learning , banning  critical race theory  on Colorado Springs D - 49 agenda Thursday",<POLITICAL INFLUENCER>
"Social - emotional learning , banning  critical race theory  on D - 49 meeting agenda",<POLITICAL INFLUENCER>
St . Tammany School Board approves stance against teaching critical race theory,<POLITICAL INFLUENCER>
Texas school board candidates win big by opposing critical race theory,<POLITICAL INFLUENCER>
D - 49 again bans  critical race theory  amid bitter infighting on school board,<POLITICAL INFLUENCER>
"Rep . Waltz to Newsmax : Ban Wokeness , CRT From the Military",<POLITICAL INFLUENCER>
St . Tammany school board passes resolution banning teaching of Critical Race Theory,<POLITICAL INFLUENCER>
Professors publish playbook for how teachers can address parents concerned about CRT,<EDUCATIONAL PRACTITIONER>
"Sharpton : DeSantis Is As Bad As Trump , Banning Books and CRT and  Anti - LGBTQ  ",<POLITICAL INFLUENCER>
"Lafayette school board member on CRT ,  woke agendas  ",<POLITICAL INFLUENCER>
Marxist  Critical Race Theory  Seeps Into U . S . Courts | The Heritage Foundation,<POLITICAL INFLUENCER>
"Duke Law Podcast | What is critical race theory , and why is it under attack ? ",<NONE/OTHER>
The Critical Race Theory Battle Takes Another Turn | American Enterprise Institute,<POLITICAL INFLUENCER>
No new teachers in Downers Grove in September sign pledge to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Critical Race Theory and Freudianism,<NONE/OTHER>
"FIRST MEETING : Berkeley Co . School Board fires superintendent , bans CRT | 103 . 5 WEZL",<POLITICAL INFLUENCER>
"FIRST MEETING : Berkeley Co . School Board fires superintendent , bans CRT | Y102 . 5 Charleston",<POLITICAL INFLUENCER>
"FIRST MEETING : Berkeley Co . School Board fires superintendent , bans CRT | News Radio 94 . 3 WSC",<POLITICAL INFLUENCER>
"FIRST MEETING : Berkeley Co . School Board fires superintendent , bans CRT | Q104 . 5",<POLITICAL INFLUENCER>
CRT Teacher Program Seen By Parent : Tredyffrin / Easttown District Says,<EDUCATIONAL PRACTITIONER>
Brown Critical Race Theory ( CRT ) column is right - wing propaganda,<POLITICAL INFLUENCER>
Pittsburgh school board weighs critical race theory and other state bills,<POLITICAL INFLUENCER>
"New Berkeley County school board fires superintendent , bans critical race theory in first meeting",<POLITICAL INFLUENCER>
New BCSD Board bans teaching of Critical Race Theory,<POLITICAL INFLUENCER>
Donald Trump ROASTS Joe Biden For Pushing Critical Race Theory And Woke Indoctrination During Presidential Announcement,<POLITICAL INFLUENCER>
Florida anti - CRT  Stop WOKE  law blocked by federal judge,<POLITICAL INFLUENCER>
  1619 Project  creator claims Gov . Youngkin blocking CRT in schools to  protect feelings of White children  ,<POLITICAL INFLUENCER>
Letters : CRT would pollute Tammany schools . | Letters,<IMPACTED ACTOR>
Report of Insane CRT and Gender Identity Training of Armed Forces,<NONE/OTHER>
"Pentagon promotes critical race theory , gender identity  insanity : GOP report",<POLITICAL INFLUENCER>
"Disney Has Fired CEO Bob Chapek , Who Pushed Critical Race Theory And Gender Ideology – Investment Watch",<NONE/OTHER>
"Alarming GOP Report Uncovers  Insanity  of Pentagon Promotion of Critical Race Theory , Gender Identity",<POLITICAL INFLUENCER>
  Left Wing Social Experiment : GOP Report Alleges CRT And Gender Dogma Weaken The US Military,<POLITICAL INFLUENCER>
The Catholic Church vs . Critical Race Theory,<POLITICAL INFLUENCER>
"Lawmakers Slam Pentagon for Funding CRT , Gender Ideology Training",<POLITICAL INFLUENCER>
Critical Race and Gender Theories Have Been Taught to a Majority of British Schoolchildren : Report,<EDUCATIONAL PRACTITIONER>
"Lawmakers slam Pentagon for funding CRT , gender - ideology training",<POLITICAL INFLUENCER>
Number of teachers pledging to teach Critical Race Theory in Lombard stagnates at 1 in September,<EDUCATIONAL PRACTITIONER>
"Lawmakers blast Pentagon funding for CRT , liberal gender ideology training , policies",<POLITICAL INFLUENCER>
"Rage over mask mandates ,  critical race theory  bombs in Tucson school board races",<POLITICAL INFLUENCER>
"Students , parents , alums unite to stop CRT at Christian college",<IMPACTED ACTOR>
"All One in Christ is a meticulous , temperate response to Critical Race Theory – Catholic World Report",<NONE/OTHER>
Florida medical school implemented  indoctrinating  CRT in academics : Report,<EDUCATIONAL PRACTITIONER>
Critical race theory is now being taught as fact,<EDUCATIONAL PRACTITIONER>
US Educational Institutions Surrender to the LGBTQI and CRT Invasion,<EDUCATIONAL PRACTITIONER>
Ky . superintendents give preliminary thumbs - up to  anti - CRT - inspired changes to social studies,<EDUCATIONAL PRACTITIONER>
University of Florida College of Medicine pushing  woke  CRT and other anti - white propaganda on students,<EDUCATIONAL PRACTITIONER>
Pa . School District votes unanimously to keep CRT,<POLITICAL INFLUENCER>
Workshop for teachers suggests maybe the dont just teach critical race theory in law school,<EDUCATIONAL PRACTITIONER>
REPORT : Critical race theory being pushed at most top US medical schools,<EDUCATIONAL PRACTITIONER>
Over Half of Top Medical Schools Teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
More than half of America top medical schools now teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Over Half Of America Top Medical Schools Now Teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Critical race theory programs are mandatory in 58 of top 100 medical schools : Report,<EDUCATIONAL PRACTITIONER>
Over Half of Top Medical Schools in US Now Teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
How to improve critical race theory into more hopeful lessons,<EDUCATIONAL PRACTITIONER>
Kentucky superintendents give preliminary thumbs - up to  anti - CRT - inspired changes to social studies,<EDUCATIONAL PRACTITIONER>
"Critical Race Theory infiltrates US med schools , tips pour in to Idaho police and more top headlines",<EDUCATIONAL PRACTITIONER>
EXCLUSIVE : Canadian Military Says Critical Race Theory Being Used for Culture Change,<POLITICAL INFLUENCER>
"Majority of top medical schools pushing critical race theory , new report finds :  A false diagnosis  ",<EDUCATIONAL PRACTITIONER>
University of Florida medical school scrubs website of CRT content after media reports,<EDUCATIONAL PRACTITIONER>
Guest View : Why are we afraid of critical race theory ? ,<NONE/OTHER>
California School District to Pay $50K for CRT Training,<EDUCATIONAL PRACTITIONER>
Manufactured crisis over Critical Race Theory distracts from real problems in Pa . schools,<POLITICAL INFLUENCER>
Letter to the editor : CRT is nothing new ; teacher pensions must continue to be funded,<EDUCATIONAL PRACTITIONER>
From the right : Critical race theory is an American version of neo - Marxism,<POLITICAL INFLUENCER>
Critical Race Theory is On the Ropes,<NONE/OTHER>
"Critical Race Theory , a Dictatorship of the Woke",<NONE/OTHER>
Movements against Critical Race Theory in Pittsburgh - area schools have ties to Republican organizing and right - wing media,<POLITICAL INFLUENCER>
Colorado Schools Mislead the Public About Teaching Critical Race Theory,<EDUCATIONAL PRACTITIONER>
The Bible Talks About Slavery . So Why Are Conservative Christians So Afraid of Critical Race Theory ? ,<POLITICAL INFLUENCER>
Youngkin Unveils  Day One  Plan To Ban Lockdowns And CRT In Virginia,<POLITICAL INFLUENCER>
"Black Doll Incident at California School Renews Debate Over CRT , Ethnic Studies",<EDUCATIONAL PRACTITIONER>
John Klar : How Vermont teachers lost their way on CRT,<EDUCATIONAL PRACTITIONER>
Guest Editorial : A response to  Fallacy of CRT  ,<NONE/OTHER>
